id,date,description,amount,category,status
TXN0430,2024-08-07,Invoice #1042,4591.08,Payroll,completed
TXN0431,2024-08-08,Salary transfer,19927.44,Payroll,disputed
TXN0432,2024-08-09,Square deposit,10968.56,Transfer,disputed
TXN0433,2024-08-09,Vendor payment,18101.76,Tax,completed
TXN0434,2024-08-10,Credit card charge,4512.53,Expense,disputed
TXN0435,2024-08-11,Square deposit,10216.86,Revenue,completed
TXN0436,2024-08-12,Vendor payment,7406.6,Tax,disputed
TXN0437,2024-08-12,Square deposit,33216.31,Revenue,pending
TXN0438,2024-08-12,Subscription fee,23007.61,Refund,completed
TXN0439,2024-08-13,Refund processed,36853.85,Expense,disputed
TXN0440,2024-08-14,Bank transfer,5226.33,Expense,completed
TXN0441,2024-08-14,Tax withholding,16989.98,Expense,completed
TXN0442,2024-08-14,Stripe payout,27711.9,Expense,pending
TXN0443,2024-08-15,Vendor payment,46918.17,Payroll,pending
TXN0444,2024-08-16,Salary transfer,32711.6,Tax,completed
TXN0445,2024-08-16,Refund processed,23714.31,Expense,completed
TXN0446,2024-08-17,Chase payment,37559.64,Tax,disputed
TXN0447,2024-08-17,Salary transfer,10387.13,Expense,pending
TXN0448,2024-08-18,Invoice #1042,18551.58,Revenue,disputed
TXN0449,2024-08-19,Square deposit,13265.74,Expense,completed
TXN0450,2024-08-19,Tax withholding,8168.28,Transfer,completed
TXN0451,2024-08-20,Bank transfer,17150.51,Refund,disputed
TXN0452,2024-08-20,Tax withholding,30651.75,Payroll,completed
TXN0453,2024-08-21,Salary transfer,28943.98,Refund,pending
TXN0454,2024-08-22,Square deposit,40920.74,Payroll,completed
TXN0455,2024-08-23,Stripe payout,31553.12,Expense,pending
TXN0456,2024-08-23,Chase payment,29372.19,Transfer,disputed
TXN0457,2024-08-23,Subscription fee,37402.48,Refund,completed
TXN0458,2024-08-24,Credit card charge,43918.0,Payroll,pending
TXN0459,2024-08-24,Refund processed,34082.93,Refund,disputed
TXN0460,2024-08-25,Salary transfer,26207.13,Tax,disputed
TXN0461,2024-08-26,Vendor payment,13674.27,Payroll,completed
TXN0462,2024-08-26,Client payment,45558.55,Revenue,disputed
TXN0463,2024-08-26,Salary transfer,34206.44,Refund,completed
TXN0464,2024-08-26,Tax withholding,15594.02,Transfer,disputed
TXN0465,2024-08-27,Subscription fee,43584.87,Revenue,completed
TXN0466,2024-08-27,Square deposit,2160.0,Refund,completed
TXN0467,2024-08-28,Subscription fee,34440.12,Payroll,completed
TXN0468,2024-08-29,Tax withholding,3066.39,Transfer,pending
TXN0469,2024-08-29,Square deposit,14858.02,Refund,completed
TXN0470,2024-08-30,Bank transfer,46938.89,Refund,pending
TXN0471,2024-08-31,Invoice #1042,37911.64,Tax,disputed
TXN0472,2024-08-31,Subscription fee,14131.28,Transfer,completed
TXN0473,2024-09-01,Salary transfer,33244.79,Transfer,disputed
TXN0474,2024-09-01,Credit card charge,34520.55,Expense,pending
TXN0475,2024-09-02,Square deposit,15489.77,Revenue,disputed
TXN0476,2024-09-02,Subscription fee,41189.01,Revenue,completed
TXN0477,2024-09-03,Subscription fee,6038.28,Transfer,pending
TXN0478,2024-09-04,Chase payment,12654.16,Expense,pending
TXN0479,2024-09-04,Square deposit,26940.54,Payroll,disputed
TXN0480,2024-09-05,Vendor payment,20978.15,Refund,disputed
TXN0481,2024-09-05,Client payment,42557.67,Transfer,completed
TXN0482,2024-09-06,Vendor payment,42703.9,Revenue,completed
TXN0483,2024-09-06,Refund processed,34508.56,Refund,pending
TXN0484,2024-09-07,Credit card charge,34393.28,Expense,completed
TXN0485,2024-09-08,Subscription fee,43457.14,Transfer,pending
TXN0486,2024-09-08,Tax withholding,11348.21,Refund,completed
TXN0487,2024-09-08,Tax withholding,6621.24,Revenue,pending
TXN0488,2024-09-09,Square deposit,19539.25,Revenue,disputed
TXN0489,2024-09-09,Refund processed,36815.76,Payroll,pending
TXN0490,2024-09-09,Chase payment,5920.42,Payroll,completed
TXN0491,2024-09-10,Client payment,28269.84,Tax,disputed
TXN0492,2024-09-10,Vendor payment,36052.55,Tax,disputed
TXN0493,2024-09-11,Subscription fee,29290.55,Tax,disputed
TXN0494,2024-09-12,Vendor payment,9245.18,Transfer,pending
TXN0495,2024-09-12,Square deposit,49795.28,Revenue,completed
TXN0496,2024-09-13,Stripe payout,40541.59,Refund,disputed
TXN0497,2024-09-13,Vendor payment,7690.84,Expense,disputed
TXN0498,2024-09-13,Client payment,47032.9,Expense,completed
TXN0499,2024-09-14,Vendor payment,36110.97,Expense,completed
TXN0500,2024-09-14,Chase payment,6653.92,Revenue,pending
TXN0501,2024-09-15,Salary transfer,29851.58,Refund,disputed
TXN0502,2024-09-15,Invoice #1042,12128.13,Refund,pending
TXN0503,2024-09-16,Credit card charge,44808.73,Payroll,completed
TXN0504,2024-09-16,Client payment,49900.51,Payroll,pending
TXN0505,2024-09-17,Stripe payout,37204.93,Refund,disputed
TXN0506,2024-09-17,Client payment,17250.42,Refund,pending
TXN0507,2024-09-18,Square deposit,2508.95,Revenue,disputed
TXN0508,2024-09-19,Tax withholding,49713.68,Revenue,pending
TXN0509,2024-09-19,Subscription fee,46263.84,Expense,completed
TXN0510,2024-09-20,Subscription fee,42693.83,Tax,pending
TXN0511,2024-09-20,Salary transfer,9670.02,Payroll,disputed
TXN0512,2024-09-21,Salary transfer,48052.28,Revenue,pending
TXN0513,2024-09-21,Subscription fee,36113.12,Transfer,disputed
TXN0514,2024-09-22,Invoice #1042,8247.48,Tax,completed
TXN0515,2024-09-22,Refund processed,3729.97,Tax,completed
TXN0516,2024-09-23,Square deposit,36101.87,Payroll,disputed
TXN0517,2024-09-24,Square deposit,20920.35,Revenue,disputed
TXN0518,2024-09-24,Chase payment,31039.53,Expense,pending
TXN0519,2024-09-25,Chase payment,24195.55,Expense,disputed
TXN0520,2024-09-26,Square deposit,24678.39,Payroll,disputed
TXN0521,2024-09-26,Client payment,3687.51,Refund,disputed
TXN0522,2024-09-27,Tax withholding,43500.12,Expense,pending
TXN0523,2024-09-27,Vendor payment,19920.49,Refund,disputed
TXN0524,2024-09-27,Tax withholding,12203.18,Refund,pending
TXN0525,2024-09-28,Chase payment,23526.23,Revenue,disputed
TXN0526,2024-09-29,Square deposit,2231.2,Transfer,pending
TXN0527,2024-09-30,Bank transfer,14314.04,Revenue,pending
TXN0528,2024-09-30,Tax withholding,4164.16,Transfer,completed
TXN0529,2024-10-01,Client payment,6914.39,Payroll,disputed
TXN0530,2024-10-02,Invoice #1042,5186.24,Payroll,pending
TXN0531,2024-10-02,Chase payment,30156.67,Refund,disputed
TXN0532,2024-10-02,Stripe payout,29943.07,Refund,disputed
TXN0533,2024-10-03,Credit card charge,46809.63,Refund,disputed
TXN0534,2024-10-04,Square deposit,858.0,Payroll,completed
TXN0535,2024-10-04,Client payment,20724.69,Revenue,disputed
TXN0536,2024-10-05,Salary transfer,18638.07,Payroll,pending
TXN0537,2024-10-06,Client payment,16133.66,Expense,completed
TXN0538,2024-10-06,Square deposit,10934.78,Transfer,pending
TXN0539,2024-10-07,Credit card charge,42789.72,Revenue,disputed
TXN0540,2024-10-08,Subscription fee,15781.07,Revenue,pending
TXN0541,2024-10-08,Client payment,26748.58,Transfer,pending
TXN0542,2024-10-09,Invoice #1042,1699.7,Revenue,disputed
TXN0543,2024-10-10,Salary transfer,9880.03,Refund,pending
TXN0544,2024-10-11,Bank transfer,23756.84,Tax,pending
TXN0545,2024-10-11,Square deposit,26360.4,Refund,disputed
TXN0546,2024-10-11,Refund processed,29081.87,Payroll,completed
TXN0547,2024-10-12,Vendor payment,2174.83,Refund,disputed
TXN0548,2024-10-12,Subscription fee,19107.55,Transfer,disputed
TXN0549,2024-10-12,Chase payment,10620.9,Tax,completed
TXN0550,2024-10-13,Subscription fee,33079.46,Payroll,disputed
TXN0551,2024-10-13,Vendor payment,39320.99,Payroll,completed
TXN0552,2024-10-14,Refund processed,14717.09,Transfer,completed
TXN0553,2024-10-14,Bank transfer,31766.04,Tax,disputed
TXN0554,2024-10-15,Subscription fee,37305.63,Tax,completed
TXN0555,2024-10-16,Chase payment,47638.49,Revenue,disputed
TXN0556,2024-10-17,Vendor payment,10025.3,Payroll,pending
TXN0557,2024-10-17,Client payment,7496.62,Revenue,disputed
TXN0558,2024-10-17,Square deposit,16794.27,Refund,pending
TXN0559,2024-10-18,Bank transfer,16083.06,Payroll,disputed
TXN0560,2024-10-18,Invoice #1042,38932.52,Refund,disputed
TXN0561,2024-10-19,Salary transfer,43392.73,Refund,completed
TXN0562,2024-10-19,Salary transfer,45222.09,Revenue,pending
TXN0563,2024-10-19,Invoice #1042,41247.93,Tax,disputed
TXN0564,2024-10-20,Tax withholding,20066.65,Expense,pending
TXN0565,2024-10-20,Bank transfer,16657.99,Expense,completed
TXN0566,2024-10-21,Stripe payout,31697.06,Tax,completed
TXN0567,2024-10-22,Chase payment,22667.63,Payroll,disputed
TXN0568,2024-10-22,Invoice #1042,17930.95,Tax,pending
TXN0569,2024-10-22,Tax withholding,4419.16,Revenue,disputed
TXN0570,2024-10-22,Bank transfer,16573.24,Expense,completed
TXN0571,2024-10-23,Chase payment,21699.84,Expense,disputed
TXN0572,2024-10-23,Credit card charge,27553.83,Payroll,disputed
TXN0573,2024-10-23,Stripe payout,36080.74,Transfer,completed
TXN0574,2024-10-24,Vendor payment,40852.16,Tax,completed
TXN0575,2024-10-24,Tax withholding,42003.04,Tax,completed
TXN0576,2024-10-24,Stripe payout,42200.8,Revenue,pending
TXN0577,2024-10-24,Salary transfer,46793.88,Tax,completed
TXN0578,2024-10-25,Refund processed,17062.9,Transfer,disputed
TXN0579,2024-10-26,Client payment,32704.86,Expense,pending
TXN0580,2024-10-26,Subscription fee,27972.69,Revenue,pending
TXN0581,2024-10-27,Subscription fee,7720.63,Expense,pending
TXN0582,2024-10-27,Client payment,8208.28,Tax,completed
TXN0583,2024-10-27,Refund processed,48756.25,Expense,disputed
TXN0584,2024-10-28,Salary transfer,9652.71,Tax,disputed
TXN0585,2024-10-28,Stripe payout,32745.99,Revenue,disputed
TXN0586,2024-10-29,Vendor payment,36964.31,Revenue,disputed
TXN0587,2024-10-30,Chase payment,30680.3,Refund,pending
TXN0588,2024-10-30,Credit card charge,9949.45,Revenue,pending
TXN0589,2024-10-31,Invoice #1042,34502.23,Transfer,pending
TXN0590,2024-11-01,Vendor payment,44360.69,Expense,disputed
TXN0591,2024-11-01,Refund processed,26530.25,Revenue,pending
TXN0592,2024-11-02,Tax withholding,33841.4,Expense,completed
TXN0593,2024-11-02,Refund processed,26515.48,Payroll,pending
TXN0594,2024-11-02,Chase payment,42842.47,Payroll,completed
TXN0595,2024-11-02,Salary transfer,10871.66,Payroll,disputed
TXN0596,2024-11-03,Vendor payment,46040.84,Revenue,pending
TXN0597,2024-11-04,Vendor payment,30180.17,Expense,disputed
TXN0598,2024-11-04,Square deposit,23172.78,Revenue,pending
TXN0599,2024-11-05,Tax withholding,33032.78,Tax,completed
TXN0600,2024-11-06,Square deposit,24282.09,Refund,disputed
TXN0601,2024-11-06,Square deposit,39359.52,Payroll,pending
TXN0602,2024-11-07,Bank transfer,1425.14,Refund,completed
TXN0603,2024-11-07,Vendor payment,41388.31,Tax,pending
TXN0604,2024-11-07,Client payment,31459.12,Transfer,pending
TXN0605,2024-11-07,Credit card charge,27170.36,Transfer,disputed
TXN0606,2024-11-08,Credit card charge,9382.68,Revenue,completed
TXN0607,2024-11-08,Chase payment,22152.9,Tax,disputed
TXN0608,2024-11-09,Invoice #1042,24942.43,Payroll,disputed
TXN0609,2024-11-09,Salary transfer,22571.85,Transfer,completed
TXN0610,2024-11-10,Client payment,49741.55,Tax,disputed
TXN0611,2024-11-10,Tax withholding,46757.74,Refund,pending
TXN0612,2024-11-10,Subscription fee,15863.91,Payroll,pending
TXN0613,2024-11-11,Credit card charge,45206.9,Expense,disputed
TXN0614,2024-11-11,Stripe payout,10012.74,Expense,pending
TXN0615,2024-11-11,Refund processed,33376.32,Tax,completed
TXN0616,2024-11-12,Bank transfer,13498.31,Payroll,pending
TXN0617,2024-11-12,Tax withholding,16173.12,Revenue,disputed
TXN0618,2024-11-13,Client payment,34886.05,Tax,completed
TXN0619,2024-11-13,Invoice #1042,9978.89,Tax,pending
TXN0620,2024-11-14,Vendor payment,19741.62,Tax,completed
TXN0621,2024-11-14,Tax withholding,16091.84,Revenue,pending
TXN0622,2024-11-14,Credit card charge,41417.63,Payroll,disputed
TXN0623,2024-11-14,Vendor payment,22677.8,Transfer,pending
TXN0624,2024-11-15,Invoice #1042,41621.91,Tax,pending
TXN0625,2024-11-16,Tax withholding,48728.22,Payroll,completed
TXN0626,2024-11-17,Salary transfer,12312.69,Tax,disputed
TXN0627,2024-11-17,Subscription fee,40791.5,Expense,disputed
TXN0628,2024-11-18,Vendor payment,41462.79,Expense,disputed
TXN0629,2024-11-18,Stripe payout,43578.27,Tax,disputed
TXN0630,2024-11-19,Invoice #1042,46301.19,Transfer,completed
TXN0631,2024-11-19,Bank transfer,22083.39,Revenue,pending
TXN0632,2024-11-20,Square deposit,13087.52,Tax,pending
TXN0633,2024-11-20,Credit card charge,17324.36,Revenue,completed
TXN0634,2024-11-21,Invoice #1042,27045.71,Payroll,pending
TXN0635,2024-11-22,Invoice #1042,16622.31,Payroll,completed
TXN0636,2024-11-22,Refund processed,15709.72,Refund,completed
TXN0637,2024-11-23,Vendor payment,14684.63,Revenue,pending
TXN0638,2024-11-24,Bank transfer,32728.07,Revenue,pending
TXN0639,2024-11-25,Chase payment,47304.19,Payroll,disputed
TXN0640,2024-11-26,Square deposit,31167.38,Tax,completed
TXN0641,2024-11-26,Square deposit,46267.38,Payroll,completed
TXN0642,2024-11-27,Client payment,8320.25,Payroll,disputed
TXN0643,2024-11-27,Invoice #1042,32844.88,Revenue,disputed
TXN0644,2024-11-28,Invoice #1042,6917.62,Payroll,disputed
TXN0645,2024-11-28,Salary transfer,46041.92,Revenue,pending
TXN0646,2024-11-28,Client payment,37952.26,Expense,completed
TXN0647,2024-11-29,Stripe payout,11409.68,Transfer,completed
TXN0648,2024-11-29,Client payment,22421.96,Payroll,pending
TXN0649,2024-11-30,Credit card charge,36068.76,Expense,pending
TXN0650,2024-11-30,Credit card charge,46656.13,Revenue,disputed
TXN0651,2024-11-30,Square deposit,36847.59,Expense,completed
TXN0652,2024-11-30,Bank transfer,24944.38,Transfer,completed
TXN0653,2024-12-01,Tax withholding,27273.51,Revenue,disputed
TXN0654,2024-12-01,Refund processed,28925.8,Payroll,completed
TXN0655,2024-12-01,Client payment,30947.43,Payroll,disputed
TXN0656,2024-12-02,Salary transfer,46779.89,Payroll,pending
TXN0657,2024-12-02,Subscription fee,11984.96,Revenue,disputed
TXN0658,2024-12-03,Invoice #1042,23185.16,Expense,completed
TXN0659,2024-12-03,Salary transfer,35807.22,Revenue,completed
TXN0660,2024-12-03,Salary transfer,33856.38,Tax,completed
TXN0661,2024-12-04,Refund processed,48290.16,Payroll,disputed
TXN0662,2024-12-05,Refund processed,3068.48,Expense,disputed
TXN0663,2024-12-05,Credit card charge,915.87,Tax,pending
TXN0664,2024-12-06,Vendor payment,39026.34,Expense,pending
TXN0665,2024-12-06,Client payment,26479.07,Payroll,completed
TXN0666,2024-12-07,Subscription fee,25055.2,Revenue,disputed
TXN0667,2024-12-07,Client payment,44366.42,Transfer,disputed
TXN0668,2024-12-08,Stripe payout,36546.08,Tax,pending
TXN0669,2024-12-08,Vendor payment,12324.35,Transfer,completed
TXN0670,2024-12-09,Bank transfer,28014.94,Revenue,completed
TXN0671,2024-12-09,Salary transfer,42039.72,Refund,completed
TXN0672,2024-12-10,Subscription fee,17685.22,Payroll,pending
TXN0673,2024-12-10,Salary transfer,31551.67,Tax,disputed
TXN0674,2024-12-11,Salary transfer,48975.01,Tax,disputed
TXN0675,2024-12-12,Client payment,177.2,Refund,pending
TXN0676,2024-12-12,Chase payment,697.44,Payroll,disputed
TXN0677,2024-12-13,Vendor payment,31577.2,Transfer,pending
TXN0678,2024-12-13,Refund processed,46729.78,Refund,completed
TXN0679,2024-12-14,Square deposit,26253.91,Payroll,completed
TXN0680,2024-12-14,Bank transfer,34180.61,Expense,pending
TXN0681,2024-12-14,Vendor payment,37203.76,Tax,completed
TXN0682,2024-12-15,Vendor payment,41965.91,Tax,pending
TXN0683,2024-12-15,Refund processed,31707.39,Refund,completed
TXN0684,2024-12-16,Square deposit,44865.79,Revenue,disputed
TXN0685,2024-12-16,Stripe payout,44601.86,Expense,disputed
TXN0686,2024-12-17,Invoice #1042,17505.77,Revenue,completed
TXN0687,2024-12-17,Credit card charge,44879.49,Refund,pending
TXN0688,2024-12-18,Invoice #1042,44206.42,Expense,completed
TXN0689,2024-12-19,Client payment,30858.48,Payroll,completed
TXN0690,2024-12-20,Subscription fee,30128.84,Tax,disputed
TXN0691,2024-12-20,Vendor payment,35636.97,Revenue,disputed
TXN0692,2024-12-21,Chase payment,12630.05,Payroll,disputed
TXN0693,2024-12-21,Square deposit,9136.42,Expense,pending
TXN0694,2024-12-21,Credit card charge,330.39,Payroll,disputed
TXN0695,2024-12-21,Subscription fee,35586.75,Tax,disputed
TXN0696,2024-12-22,Square deposit,27841.53,Transfer,disputed
TXN0697,2024-12-22,Refund processed,31825.12,Expense,completed
TXN0698,2024-12-22,Bank transfer,36842.21,Transfer,pending
TXN0699,2024-12-22,Client payment,9687.64,Transfer,disputed
TXN0700,2024-12-23,Chase payment,22763.75,Tax,pending
TXN0701,2024-12-24,Client payment,21449.21,Refund,disputed
TXN0702,2024-12-24,Invoice #1042,25241.27,Revenue,disputed
TXN0703,2024-12-25,Subscription fee,20768.92,Payroll,pending
TXN0704,2024-12-25,Square deposit,4334.57,Revenue,pending
TXN0705,2024-12-26,Square deposit,31303.86,Transfer,disputed
TXN0706,2024-12-27,Bank transfer,6976.95,Revenue,disputed
TXN0707,2024-12-27,Bank transfer,1603.08,Expense,pending
TXN0708,2024-12-27,Stripe payout,24310.04,Revenue,completed
TXN0709,2024-12-27,Salary transfer,30001.35,Transfer,disputed
TXN0710,2024-12-28,Square deposit,42050.36,Tax,pending
TXN0711,2024-12-29,Refund processed,38931.24,Tax,pending
TXN0712,2024-12-30,Salary transfer,33504.54,Tax,completed
TXN0713,2024-12-31,Chase payment,1853.28,Expense,completed
TXN0714,2025-01-01,Tax withholding,12183.05,Transfer,completed
TXN0715,2025-01-01,Subscription fee,20641.79,Payroll,disputed
TXN0716,2025-01-02,Tax withholding,31394.5,Refund,completed
TXN0717,2025-01-02,Vendor payment,25898.99,Expense,completed
TXN0718,2025-01-03,Chase payment,10433.12,Tax,disputed
TXN0719,2025-01-03,Refund processed,7536.45,Tax,pending
TXN0720,2025-01-04,Square deposit,41793.14,Transfer,pending
TXN0721,2025-01-05,Salary transfer,11264.64,Tax,completed
TXN0722,2025-01-06,Vendor payment,26358.96,Tax,disputed
TXN0723,2025-01-07,Client payment,36220.25,Transfer,completed
TXN0724,2025-01-07,Tax withholding,39197.99,Transfer,completed
TXN0725,2025-01-07,Tax withholding,16718.9,Tax,pending
TXN0726,2025-01-07,Credit card charge,12741.54,Tax,completed
TXN0727,2025-01-08,Salary transfer,598.56,Tax,completed
TXN0728,2025-01-08,Invoice #1042,42818.28,Revenue,completed
TXN0729,2025-01-08,Invoice #1042,21298.34,Payroll,completed
TXN0730,2025-01-08,Subscription fee,23108.2,Revenue,pending
TXN0731,2025-01-09,Stripe payout,22408.12,Expense,disputed
TXN0732,2025-01-09,Client payment,16612.78,Expense,completed
TXN0733,2025-01-09,Subscription fee,1454.8,Refund,pending
TXN0734,2025-01-10,Subscription fee,7662.69,Expense,pending
TXN0735,2025-01-11,Vendor payment,36187.04,Transfer,completed
TXN0736,2025-01-11,Vendor payment,38811.56,Revenue,pending
TXN0737,2025-01-12,Subscription fee,32952.12,Revenue,completed
TXN0738,2025-01-13,Square deposit,28079.04,Tax,completed
TXN0739,2025-01-13,Invoice #1042,33441.65,Transfer,pending
TXN0740,2025-01-13,Chase payment,28391.51,Tax,disputed
TXN0741,2025-01-14,Bank transfer,32641.61,Revenue,disputed
TXN0742,2025-01-15,Tax withholding,41046.07,Payroll,completed
TXN0743,2025-01-16,Invoice #1042,31821.82,Revenue,pending
TXN0744,2025-01-16,Credit card charge,27746.97,Refund,completed
TXN0745,2025-01-16,Chase payment,28585.46,Transfer,pending
TXN0746,2025-01-17,Salary transfer,41543.45,Expense,pending
TXN0747,2025-01-17,Invoice #1042,17127.04,Expense,disputed
TXN0748,2025-01-18,Salary transfer,23915.36,Tax,disputed
TXN0749,2025-01-19,Invoice #1042,45082.24,Payroll,disputed
TXN0750,2025-01-19,Salary transfer,44675.48,Revenue,completed
TXN0751,2025-01-20,Invoice #1042,19333.51,Payroll,pending
TXN0752,2025-01-21,Square deposit,49558.1,Payroll,pending
TXN0753,2025-01-22,Client payment,29966.87,Revenue,completed
TXN0754,2025-01-22,Salary transfer,44905.34,Payroll,completed
TXN0755,2025-01-23,Bank transfer,47273.48,Transfer,pending
TXN0756,2025-01-24,Salary transfer,4147.91,Transfer,completed
TXN0757,2025-01-25,Invoice #1042,37752.74,Revenue,pending
TXN0758,2025-01-25,Chase payment,38082.25,Refund,pending
TXN0759,2025-01-26,Chase payment,25976.82,Expense,completed
TXN0760,2025-01-26,Salary transfer,7287.33,Revenue,disputed
TXN0761,2025-01-26,Client payment,41202.85,Revenue,disputed
TXN0762,2025-01-26,Bank transfer,6759.51,Tax,disputed
TXN0763,2025-01-27,Subscription fee,17836.61,Expense,completed
TXN0764,2025-01-27,Subscription fee,12529.23,Tax,completed
TXN0765,2025-01-28,Bank transfer,24439.36,Payroll,completed
TXN0766,2025-01-29,Invoice #1042,9977.87,Payroll,pending
TXN0767,2025-01-29,Client payment,20884.95,Tax,disputed
TXN0768,2025-01-30,Client payment,49018.23,Payroll,completed
TXN0769,2025-01-31,Chase payment,44080.97,Expense,disputed
TXN0770,2025-02-01,Subscription fee,30461.16,Refund,pending
TXN0771,2025-02-01,Client payment,14377.66,Tax,completed
TXN0772,2025-02-02,Credit card charge,14423.89,Revenue,pending
TXN0773,2025-02-02,Client payment,7594.96,Revenue,disputed
TXN0774,2025-02-02,Tax withholding,49733.05,Tax,pending
TXN0775,2025-02-02,Tax withholding,9142.12,Refund,pending
TXN0776,2025-02-03,Tax withholding,29227.06,Refund,pending
TXN0777,2025-02-03,Tax withholding,39517.91,Payroll,pending
TXN0778,2025-02-04,Credit card charge,22102.42,Expense,pending
TXN0779,2025-02-05,Client payment,28682.98,Transfer,completed
TXN0780,2025-02-06,Salary transfer,43058.52,Refund,pending
TXN0781,2025-02-06,Square deposit,13263.85,Tax,completed
TXN0782,2025-02-07,Bank transfer,22677.88,Payroll,pending
TXN0783,2025-02-07,Chase payment,27400.76,Transfer,completed
TXN0784,2025-02-08,Refund processed,31274.55,Transfer,disputed
TXN0785,2025-02-08,Subscription fee,20893.98,Transfer,completed
TXN0786,2025-02-09,Refund processed,310.22,Tax,disputed
TXN0787,2025-02-10,Chase payment,30302.21,Tax,completed
TXN0788,2025-02-10,Refund processed,1088.87,Revenue,completed
TXN0789,2025-02-11,Chase payment,34202.58,Tax,pending
TXN0790,2025-02-11,Chase payment,30828.18,Transfer,completed
TXN0791,2025-02-12,Square deposit,35091.73,Expense,completed
TXN0792,2025-02-12,Square deposit,16661.45,Revenue,disputed
TXN0793,2025-02-13,Vendor payment,29525.34,Transfer,pending
TXN0794,2025-02-13,Subscription fee,2753.98,Transfer,pending
TXN0795,2025-02-14,Tax withholding,31605.54,Refund,completed
TXN0796,2025-02-14,Vendor payment,3573.13,Tax,completed
TXN0797,2025-02-15,Tax withholding,10591.23,Payroll,disputed
TXN0798,2025-02-15,Square deposit,49968.74,Revenue,disputed
TXN0799,2025-02-15,Refund processed,239.41,Transfer,pending
TXN0800,2025-02-16,Refund processed,10860.86,Tax,pending
TXN0801,2025-02-17,Stripe payout,37522.9,Tax,pending
TXN0802,2025-02-17,Tax withholding,45207.38,Payroll,disputed
TXN0803,2025-02-18,Square deposit,12234.62,Refund,disputed
TXN0804,2025-02-19,Tax withholding,29030.11,Tax,completed
TXN0805,2025-02-20,Salary transfer,35151.86,Revenue,completed
TXN0806,2025-02-20,Salary transfer,36273.75,Tax,disputed
TXN0807,2025-02-20,Stripe payout,39844.04,Tax,disputed
TXN0808,2025-02-21,Stripe payout,4141.94,Expense,completed
TXN0809,2025-02-21,Credit card charge,28016.6,Payroll,disputed
TXN0810,2025-02-22,Invoice #1042,29974.38,Tax,completed
TXN0811,2025-02-22,Stripe payout,2391.99,Expense,disputed
TXN0812,2025-02-23,Stripe payout,41350.82,Revenue,disputed
TXN0813,2025-02-24,Stripe payout,49805.27,Transfer,disputed
TXN0814,2025-02-25,Chase payment,37303.99,Revenue,completed
TXN0815,2025-02-25,Vendor payment,39125.66,Transfer,disputed
TXN0816,2025-02-25,Square deposit,44933.37,Revenue,disputed
TXN0817,2025-02-25,Client payment,44549.69,Payroll,pending
TXN0818,2025-02-26,Bank transfer,18232.22,Refund,pending
TXN0819,2025-02-26,Bank transfer,26900.24,Tax,disputed
TXN0820,2025-02-27,Salary transfer,46275.59,Tax,completed
TXN0821,2025-02-27,Tax withholding,1539.36,Revenue,pending
TXN0822,2025-02-28,Square deposit,1471.31,Transfer,pending
TXN0823,2025-02-28,Subscription fee,36778.31,Payroll,completed
TXN0824,2025-03-01,Vendor payment,4532.9,Tax,completed
TXN0825,2025-03-01,Invoice #1042,8116.66,Payroll,pending
TXN0826,2025-03-02,Stripe payout,31234.25,Refund,disputed
TXN0827,2025-03-03,Refund processed,925.97,Expense,pending
TXN0828,2025-03-03,Vendor payment,3821.52,Payroll,pending
TXN0829,2025-03-04,Refund processed,936.57,Refund,disputed
TXN0830,2025-03-04,Credit card charge,17885.91,Transfer,pending
TXN0831,2025-03-05,Tax withholding,28660.01,Revenue,disputed
TXN0832,2025-03-06,Bank transfer,22814.62,Tax,disputed
TXN0833,2025-03-06,Refund processed,44136.14,Expense,pending
TXN0834,2025-03-07,Vendor payment,24415.61,Revenue,completed
TXN0835,2025-03-07,Credit card charge,19485.73,Transfer,completed
TXN0836,2025-03-08,Tax withholding,19145.32,Expense,completed
TXN0837,2025-03-09,Refund processed,18319.16,Refund,disputed
TXN0838,2025-03-09,Subscription fee,17005.18,Transfer,pending
TXN0839,2025-03-10,Tax withholding,16056.95,Expense,completed
TXN0840,2025-03-10,Subscription fee,30857.27,Payroll,disputed
TXN0841,2025-03-11,Salary transfer,33947.81,Revenue,completed
TXN0842,2025-03-11,Client payment,42140.15,Revenue,disputed
TXN0843,2025-03-11,Invoice #1042,44875.72,Tax,pending
TXN0844,2025-03-12,Invoice #1042,42866.28,Revenue,disputed
TXN0845,2025-03-13,Stripe payout,21208.49,Tax,pending
TXN0846,2025-03-13,Refund processed,14507.34,Expense,disputed
TXN0847,2025-03-14,Stripe payout,34358.71,Revenue,pending
TXN0848,2025-03-15,Credit card charge,21872.03,Payroll,pending
TXN0849,2025-03-15,Invoice #1042,14502.29,Payroll,pending
TXN0850,2025-03-15,Tax withholding,32786.01,Expense,disputed
TXN0851,2025-03-15,Bank transfer,25570.69,Refund,completed
TXN0852,2025-03-16,Tax withholding,26705.61,Expense,disputed
TXN0853,2025-03-16,Invoice #1042,40510.72,Tax,completed
TXN0854,2025-03-17,Chase payment,32574.22,Expense,completed
TXN0855,2025-03-18,Credit card charge,39690.34,Revenue,pending
TXN0856,2025-03-19,Refund processed,17600.81,Refund,pending
TXN0857,2025-03-19,Stripe payout,25155.06,Transfer,disputed
TXN0858,2025-03-19,Credit card charge,27523.04,Payroll,disputed
TXN0859,2025-03-20,Tax withholding,13445.01,Expense,pending
